key,title,journal,authors,notes
rayyan-364026262,The importance of local and regional factors in predicting effective conservation - Planning strategies for wetland bird communities in agricultural and urban landscapes,LANDSCAPE AND URBAN PLANNING,"Whited, D and Galatowitsch, S and Tester, JR and Schik, K and Lehtinen, R and Husveth, J","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026269,Bird use of rural and urban converted railroad rights-of-way in southeast Nebraska,WILDLIFE SOCIETY BULLETIN,"Poague, KL and Johnson, RJ and Young, LJ","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026270,Identifying sustainable winter habitat for whooping cranes,JOURNAL FOR NATURE CONSERVATION,"Metzger, Kristine L. and Lehnen, Sarah E. and Sesnie, Steven E. and Butler, Matthew J. and Pearse, Aaron T. and Harris, Grant","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026271,"Breeding Bird Community of a Suburban Habitat Island: Historic Bethabara Park, Winston-Salem, NC",SOUTHEASTERN NATURALIST,"Thorington, Katherine K. and Br and , Kimberly B.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026274,ANALYSIS OF THE NORTH AMERICAN BREEDING BIRD SURVEY USING HIERARCHICAL MODELS,AUK,"Sauer, John R. and Link, William A.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026276,Artificial light at night as a driver of urban colonization by an avian predator,LANDSCAPE ECOLOGY,"Rodriguez, Airam and Maiten Orozco-Valor, Paula and Hernan Sarasola, Jose","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026284,Species-Habitat Relationships and Priority Areas for Marsh-Breeding Birds in Ontario,JOURNAL OF WILDLIFE MANAGEMENT,"Tozer, Douglas C. and Stewart, Rebecca L. M. and Steele, Owen and Gloutney, Mark","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026288,The effect of road traffic on a breeding community of woodland birds,EUROPEAN JOURNAL OF FOREST RESEARCH,"Polak, Marcin and Wiacek, Jaroslaw and Kucharczyk, Marek and Orzechowski, Robert","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026299,A COMPARISON OF AVAILABLE PREY AND DIET OF FLORIDA BURROWING OWLS IN URBAN AND RURAL ENVIRONMENTS: A FIRST STUDY,CONDOR,"Mrykalo, Robert J. and Grigione, Melissa M. and Sarno, Ronald J.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026305,Influence of habitat urbanisation on time of breeding and productivity of tawny owl (Strix aluco),POLISH JOURNAL OF ECOLOGY,"Gryz, Jakub and Krauze-Gryz, Dagny","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026333,Group composition and reproductive success of cooperatively breeding white-winged choughs (Corcorax melanorhamphos) in urban and non-urban habitat,AUSTRAL ECOLOGY,"Beck, Nadeena R. and Heinsohn, Robert","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026346,Pavement and riparian forest shape the bird community along an urban river corridor,GLOBAL ECOLOGY AND CONSERVATION,"McClure, Christopher J. W. and Korte, Allison C. and Heath, Julie A. and Barber, Jesse R.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026362,Successful city dwellers: a comparative study of the ecological characteristics of urban birds in the Western Palearctic,OECOLOGIA,"Moller, Anders Pape","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026363,"Variation in baseline corticosterone levels of Tree Sparrow (Passer montanus) populations along an urban gradient in Beijing, China",JOURNAL OF ORNITHOLOGY,"Zhang, Shuping and Lei, Fumin and Liu, Shenglin and Li, Dongming and Chen, Cong and Wang, Peizhe","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026364,"A FIFTEEN-YEAR STUDY OF FALL STOPOVER PATTERNS OF CATHARUS THRUSHES AT AN INLAND, URBAN SITE",WILSON JOURNAL OF ORNITHOLOGY,"Craves, Julie A.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026366,Variation in Diurnal Patterns of Singing Activity Between Urban and Rural Great Tits,FRONTIERS IN ECOLOGY AND EVOLUTION,"Bermudez-Cuamatzin, Eira and Delamore, Zoe and Verbeek, Laura and Kremer, Christoph and Slabbekoorn, Hans","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026368,VARIATION IN THE DIET OF WESTERN BARN OWLS (TYTO ALBA) ALONG AN URBAN-RURAL GRADIENT,WILSON JOURNAL OF ORNITHOLOGY,"Teta, Pablo and Hercolini, Carina and Cueto, Gerardo","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026370,"Breeding performance of an apex predator, the peregrine falcon, across urban and rural landscapes",URBAN ECOSYSTEMS,"Kettel, Esther F. and Gentle, Louise K. and Yarnell, Richard W. and Quinn, John L.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026372,Seeking the least urbanized landscape: white stork nest abundance variation in a Mediterranean capital city,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,"Hmamouchi, Mohamed-Jad and Agharroud, Kamal and Dahmani, Jamila and Hanane, Saad","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026375,Bright lights in the big cities: migratory birds' exposure to artificial light,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,"Horton, Kyle G. and Nilsson, Cecilia and Van Doren, Benjamin M. and La Sorte, Frank A. and Dokter, Adriaan M. and Farnsworth, Andrew","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026380,Testing sources of variation in nestling-stage nest success of Florida Scrub-Jays in suburban and wildland habitats,JOURNAL OF FIELD ORNITHOLOGY,"Niederhauser, Joseph M. and Bowman, Reed","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026384,Site selection by geese in a suburban landscape,PEERJ,"Groom, Quentin J. and Adriaens, Tim and Colsoulle, Claire and Delhez, Pauline and Van der Beeten, Iris","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026391,Does traffic noise affect the distribution and abundance of wintering birds in a managed woodland?,ACTA ORNITHOLOGICA,"Wiacek, Jaroslaw and Polak, Marcin","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026392,ANALYSIS OF MIDWESTERN BREEDING BIRD POPULATION TRENDS - 1966-1993,AMERICAN MIDLAND NATURALIST,"HERKERT, JR","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026396,"Light, Glass, and Bird-building Collisions in an Urban Park",NORTHEASTERN NATURALIST,"Parkins, Kaitlyn L. and Elbin, Susan B. and Barnes, Elle","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026398,Genetic isolation of endangered bird populations inhabiting salt marsh remnants surrounded by intensive urbanization,ANIMAL CONSERVATION,"Major, R. E. and Johnson, R. N. and King, A. G. and Cooke, G. M. and Sladek, J. L. T.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026402,Drivers of fatal bird collisions in an urban center,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"Van Doren, Benjamin M. and Willard, David E. and Hennen, Mary and Horton, Kyle G. and Stuber, Erica F. and Sheldon, Daniel and Sivakumar, Ashwin H. and Wang, Julia and Farnsworth, Andrew and Winger, Benjamin M.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026407,"The impact of vegetation, river, and urban features on waterbird ecology in Glasgow, Scotland",JOURNAL OF COASTAL RESEARCH,"Campbell, Michael O'Neal","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026410,"The impact of artificial light at night on taxonomic, functional and phylogenetic bird species communities in a large geographical range: A modelling approach",SCIENCE OF THE TOTAL ENVIRONMENT,"Kosicki, Jakub Z.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026412,"Effects of artificial light at night on the nest-site selection, reproductive success and behavior of a synanthropic bird",ENVIRONMENTAL POLLUTION,"Wang, Jhih-Syuan and Tuanmu, Mao-Ning and Hung, Chih-Ming","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026417,"Sex, personality and conspecific density influence natal dispersal with lifetime fitness consequences in urban and rural burrowing owls",PLOS ONE,"Luna, Alvaro and Palma, Antonio and Sanz-Aguilar, Ana and Tella, Jose L. and Carrete, Martina","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026419,Combining historical accounts with contemporary bird survey data identifies changes in an avian community over a period of anthropogenic change,IBIS,"Alderson, Jonah and S and er, Heather A.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026421,Lack of an urban edge effect on reproduction in a fragmentation-sensitive sparrow,ECOLOGICAL APPLICATIONS,"Morrison, SA and Bolger, DT","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026423,"Post-construction effects of an urban development on migrating, resident, and wintering birds",SOUTHEASTERN NATURALIST,"Hostetler, M and Duncan, S and Paul, J","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026460,Linking Grassland and Early Successional Bird Territory Density to Predator Activity in Urban Parks,NATURAL AREAS JOURNAL,"Thieme, Jennifer L. and Rodewald, Am and a D. and Brown, Justin and Anchor, Chris and Gehrt, Stanley D.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026466,The effect of human population size on the breeding bird diversity of urban regions,BIODIVERSITY AND CONSERVATION,"Gagne, Sara A. and Sherman, Peter J. and Singh, Kunwar K. and Meentemeyer, Ross K.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026467,Factors responsible for forest and water bird distributions in rivers and lakes along an urban gradient in Beijing,SCIENCE OF THE TOTAL ENVIRONMENT,"Xie, Shilin and Wang, Xiaoke and Ren, Yufen and Su, Zhimin and Su, Yuebo and Wang, Siqi and Zhou, Weiqi and Lu, Fei and Qian, Yuguo and Gong, Cheng and Huang, Binbin and Ouyang, Zhiyun","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026488,Conservation related conflicts in nest-site selection of the Eurasian Kestrel (Falco tinnunculus) and the distribution of its avian prey,LANDSCAPE AND URBAN PLANNING,"Sumasgutner, Petra and Schulze, Christian H. and Krenn, Harald W. and Gamauf, Anita","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026498,THE ROLE OF PREDATORS IN SHAPING URBAN BIRD POPULATIONS. 2. IS PREDATION PRESSURE INCREASED OR DECREASED IN URBAN LANDSCAPES?,ZOOLOGICHESKY ZHURNAL,"Morozov, N. S.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026499,Urban green roofs provide habitat for migrating and breeding birds and their arthropod prey,PLOS ONE,"Partridge, Dustin R. and Clark, J. Alan","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026505,Strolling through a Century: Replicating Historical Bird Surveys to Explore 100 Years of Change in an Urban Bird Community,AMERICAN NATURALIST,"Fidino, Mason and Limbrick, Kelvin and Bender, John and Gallo, Travis and Magle, Seth B.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026512,"Community science data suggest the most common raptors (Accipitridae) in urban centres are smaller, habitat-generalist species",IBIS,"Cooper, Daniel S. and Shultz, Allison J. and Sekercioglu, Cagan H. and Osborn, Fiona M. and Blumstein, Daniel T.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026522,Wetlands as habitat in urbanizing landscapes: Patterns of bird abundance and occupancy,LANDSCAPE AND URBAN PLANNING,"McKinney, Richard A. and Raposa, Kenneth B. and Cournoyer, Rose M.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026536,Avian monitoring - comparing structured and unstructured citizen science,WILDLIFE RESEARCH,"Callaghan, Corey T. and Martin, John M. and Major, Richard E. and Kingsford, Richard T.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026540,Mapping the fine-scale spatial pattern of artificial light pollution at night in urban environments from the perspective of bird habitats,SCIENCE OF THE TOTAL ENVIRONMENT,"Xue, Xingyu and Lin, Yi and Zheng, Qiming and Wang, Ke and Zhang, Jing and Deng, Jinsong and Abubakar, Ghali Abdullahi and Gan, Muye","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026551,"Urbanization shapes bird communities and nest survival, but not their food quantity",GLOBAL ECOLOGY AND CONSERVATION,"Kurucz, Kornelia and Purger, Jeno J. and Batary, Peter","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026584,Effects of Urbanization on Native Bird Species in Three Southwestern US Cities,FRONTIERS IN ECOLOGY AND EVOLUTION,"Hensley, Christopher B. and Trisos, Christopher H. and Warren, Paige S. and MacFarl and , Jennie and Blumenshine, Steve and Reece, Joshua and Katti, Madhusudan","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026587,Evaluating the potential for bird-habitat models to support biodiversity-friendly urban planning,JOURNAL OF APPLIED ECOLOGY,"Plummer, Kate E. and Gillings, Simon and Siriwardena, Gavin M.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026602,Understanding Demographic and Behavioral Mechanisms that Guide Responses of Neotropical Migratory Birds to Urbanization: a Simulation Approach,AVIAN CONSERVATION AND ECOLOGY,"Shustack, Daniel P. and Rodewald, Am and a D.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026606,The diversity of birds in typical urban lake-wetlands and its response to the landscape heterogeneity in the buffer zone based on GIS and field investigation in Daqing?China,EUROPEAN JOURNAL OF REMOTE SENSING,"Chen, Tianyi and Bao, Lu and Zhu, Liu Bao and Tian, Yu and Xu, Qing and Hu, Yu and ong","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026609,"Effects of urbanization on taxonomic, functional and phylogenetic avian diversity in Europe",SCIENCE OF THE TOTAL ENVIRONMENT,"Morelli, Federico and Benedetti, Yanina and Ibanez-Alamo, Juan Diego and Tryjanowski, Piotr and Jokimaki, Jukka and Kaisanlahti-Jokimaki, Marja-Liisa and Suhonen, Jukka and Diaz, Mario and Moller, Anders Pape and Moravec, David and Prosek, Jiri and Bussiere, Raphael and Magi, Marko and Kominos, Theodoros and Galanaki, Antonia and Bukas, Nikos and Marko, Gabor and Pruscini, Fabio and Tonelli, Mattia and Jerzak, Leszek and Ciebiera, Olaf and Reif, Jiri","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026615,Implications of Avian Habitats: Relationships in Wetland Restoration,LANDSCAPE JOURNAL,"Li, Xiangyi and Mooney, Patrick","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026622,"THE AVIAN POPULATION OF AN URBAN BUSHLAND RESERVE AT WOLLONGONG, NEW-SOUTH-WALES - IMPLICATIONS FOR MANAGEMENT",LANDSCAPE AND URBAN PLANNING,"WOOD, KA","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026627,Raptor breeding sites indicate high taxonomic and functional diversities of wintering birds in urban ecosystems,URBAN FORESTRY \& URBAN GREENING,"Natsukawa, Haruki","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026628,Geographical associations with anthropogenic noise pollution for North American breeding birds,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"Klingbeil, Brian T. and La Sorte, Frank A. and Lepczyk, Christopher A. and Fink, Daniel and Flather, Curtis H.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026631,Consistent choice of landscape urbanization level across the annual cycle in a migratory waterbird species,SCIENTIFIC REPORTS,"Chyb, Amelia and Jedlikowski, Jan and Wlodarczyk, Radoslaw and Minias, Piotr","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026633,"Habitat associations and breeding bird community composition within the city of Bristol, UK",BIRD STUDY,"Baker, Philip J. and Thomas, Rebecca L. and Newson, Stuart E. and Thompson, Victoria and Paling, Nick R. D.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026649,Birds at the urban fringe: avian community shifts in different peri-urban ecotones of a megacity,ECOLOGICAL RESEARCH,"Puga-Caballero, Aura and MacGregor-Fors, Ian and Ortega-Alvarez, Ruben","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026661,Habitat associations and survey effort for shrubland birds in an urban pine barrens preserve,LANDSCAPE AND URBAN PLANNING,"Bried, Jason T. and Langwig, Kate E. and Dewan, Amielle A. and Gifford, Neil A.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026678,Clocks for the city: circadian differences between forest and city songbirds,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Dominoni, D. M. and Helm, B. and Lehmann, M. and Dowse, H. B. and Partecke, J.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026679,EFFECTS OF URBANIZATION ON THE BREEDING BIRD SPECIES RICHNESS IN FINLAND - A BIOGEOGRAPHICAL COMPARISON,ORNIS FENNICA,"JOKIMAKI, J and SUHONEN, J","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026686,Land use and avian species diversity along an urban gradient,ECOLOGICAL APPLICATIONS,"Blair, RB","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
